Feature,Normalized.Dispersion
LOC105348660,-0.8457806712425828
LOC105348659,1.5548468261314201
LOC105348658,-1.029502830644764
LOC105342443,0.5989351239161553
LOC105342445,-1.06015279079405
LOC105342444,0.06374591270894177
LOC105342446,0.4906241696246599
LOC105342447,-0.3534510939174817
LOC105342449,-0.7947193806363264
LOC105342450,-1.5606963256224937
LOC105342451,0.7590494366325506
LOC105342452,0.7753979922277571
LOC105342453,0.5562903179138385
LOC105342476,-1.4999886329695713
LOC105342454,7.221787020670548
LOC105342455,-1.0304770617809555
LOC105342456,-0.6163270708351384
LOC117692619,-1.1187927905849004
LOC117692626,nan
LOC117692616,-5.182724811937974
LOC105342457,1.170945259947403
LOC105342458,-1.2053319634767456
LOC105342459,-0.1329036495392652
LOC105342461,1.8609576130978058
LOC105342462,-0.1952895857965359
LOC105342477,0.2647158715535649
LOC105342359,5.695922711989362
LOC105342463,-1.4731936259311402
LOC105342478,-0.2996752950711519
LOC105333454,-2.1775874297199294
LOC105333451,2.1799492274264596
LOC105333455,-1.1929684742881899
LOC109619415,2.9000097490291594
LOC105333456,-0.17884152778744664
LOC105333492,-0.2604124770865186
LOC117692687,4.552000139239676
LOC105333458,-1.0329803678829466
LOC105333459,-0.8449568263580153
LOC105333460,-0.4219535497774841
LOC117687267,0.28102456862427233
LOC117692701,6.4494364434688185
LOC105317347,0.04397644534973754
LOC105317339,-0.4837883530352221
LOC105317338,-0.8583367877812537
LOC105317335,-0.8553630855078957
LOC105317337,1.992072885252744
LOC117692715,nan
LOC117680416,3.6695691767385514
LOC105329895,1.5074931241441876
LOC105329896,1.2295073070793259
LOC105329897,-0.6753603309852917
LOC105329900,-0.11915004180303093
LOC105329898,1.6804502634457714
LOC105333209,0.4346455570884748
LOC105333185,1.0124752023563248
LOC105333186,-1.7765604468235163
LOC105333189,2.5293377029316337
LOC105333188,0.44101140410863193
LOC105333187,-1.604250094918024
LOC105333190,0.406155807191457
LOC105333192,-1.7861435084356594
LOC105333191,-1.60342078347572
LOC105333193,5.662204512287785
LOC105333210,1.3904413999840821
LOC105333195,-0.34763674280649753
LOC105333196,7.177926042176553
LOC105333198,-0.4204036307823104
LOC117690883,nan
LOC105333199,7.095429296636482
LOC105333200,nan
LOC117683174,nan
LOC117683199,0.9625159773717162
LOC105347033,1.298704133034179
LOC105347032,-0.9887998886813042
LOC105347031,-0.7977642018621125
LOC105347030,4.080347766024525
LOC105347029,-1.0144287376125427
LOC105347028,0.7277180849677084
LOC105347026,-1.0
LOC105347025,11.128698318061224
LOC109621074,-1.1434464732707719
LOC117683256,6.6967790593982235
LOC117683272,nan
LOC117683276,-0.10416651504593302
LOC117683284,-0.017383562864682307
LOC105324136,-1.8662099962043739
LOC105324420,-1.2883737833918094
LOC105345759,-1.2257107203559574
LOC105345761,1.145650428074824
LOC105345760,1.6335904584954968
LOC105345762,nan
LOC105345764,3.877459160813856
LOC105345763,-0.8918782603958425
LOC105345765,-0.2051950427982249
LOC105341485,2.301109746063967
LOC105341486,0.6161665625045455
LOC105341487,2.542479837328781
LOC105341489,nan
LOC105341490,nan
LOC105341512,0.3541492704808111
LOC105341492,1.5640366204139635
LOC105341511,0.1842030536049475
LOC105341493,1.0261066537180608
LOC105341494,-0.6647373819675226
LOC105341496,1.709869476269092
LOC109620374,nan
LOC105341497,1.2713791173054274
LOC105341498,-0.9740148176695038
LOC105341499,0.4094272392264113
LOC105341500,0.37152680411639183
LOC105321645,1.2512564613408854
LOC105321664,-0.832404332765902
LOC105326861,-0.2990672601689832
LOC105326859,-0.49420778236345614
LOC105326860,0.9342577103334003
LOC105326858,-0.7587638234669283
LOC105326856,7.201113542195654
LOC109618582,2.5900198335004636
LOC105326855,-0.5116205591803437
LOC105334988,nan
LOC105334987,-0.38594227845786855
LOC105334986,-0.5407146853793665
LOC105334989,-0.2447302953027876
LOC105334990,7.879620002972915
LOC105334991,5.878522993590898
LOC105334992,0.9289153064661225
LOC105334929,-5.339155977750165
LOC117687306,2.0272887655444913
LOC105334937,nan
LOC105334955,-1.0288813067453704
LOC105334966,-1.3082980088231175
LOC105335377,-0.1389684418199509
LOC105334984,3.046377149802293
LOC105334993,0.9063824420352863
LOC105335019,-1.5300844614903735
LOC105335035,-0.6311945840420832
LOC105335162,2.7036582240160074
LOC105335176,0.26040116589274953
LOC105335192,-0.5104832810045317
LOC105335200,2.077135163243346
LOC105335206,10.806282810489972
LOC105335229,0.9400650330831586
LOC105335382,-0.9354749563737969
LOC105335259,nan
LOC105335295,0.018033139302749905
LOC105335268,-1.4227440540348235
LOC105335389,3.6013837264709263
LOC105335319,1.1177267185136524
LOC105335329,1.83531909559762
LOC105335339,-0.5293147228341245
LOC117682625,0.38149739058089077
LOC105322395,0.5931886719456674
LOC105322396,11.338512454947345
LOC105322397,0.9662453223436016
LOC105322398,-1.6981754803213818
LOC105322399,nan
LOC105347567,-0.44721975414971166
LOC105331727,-0.9712339313484403
LOC105331728,-0.6671117118303953
LOC105331730,2.785941665049874
LOC105331731,-0.4074065151899105
LOC105331734,3.4733443191392053
LOC105343510,9.419650279038983
LOC105343441,0.7605255340504076
LOC105343440,nan
LOC105343439,-0.5181755343294011
LOC105343445,-1.2894222241202253
LOC109620611,-0.47296667839021916
LOC105343438,1.7138596138623126
LOC109617405,2.279439909170903
LOC117685481,0.5652507097719864
LOC117684766,0.8926263939398459
LOC105341381,nan
LOC105341382,nan
LOC105341387,-1.4837838736733766
LOC105341388,0.21817944103916795
LOC105341389,0.5370378506790143
LOC105324545,-0.9831532484461549
LOC105324546,-0.9454803113021698
LOC105324547,1.843369539995415
LOC105324549,-1.7174927037616072
LOC105341398,0.9875294012246689
LOC105341391,-1.9013989863167424
LOC105341392,-0.5904853114257927
LOC105341395,-0.4079909497705273
LOC105341394,0.5775257753873727
LOC105341396,-1.7083822600079501
LOC105341397,1.8529431326943322
LOC105333309,-0.6788460921112739
LOC105333312,-1.0351353051962875
LOC105333311,-0.670061457539863
LOC105333313,-1.8303519028119433
LOC105333314,0.018627848217483884
LOC105333315,-0.5481441922498967
LOC105333990,-1.348075427943718
LOC105333988,0.5653626369641735
LOC105333989,0.16607720021419625
LOC105319021,-0.44050235246971253
LOC105319022,2.958227367150496
LOC105319023,-0.5490202442046809
LOC105319024,0.8001912830565096
LOC105319039,-0.05886012321382804
LOC105319026,-0.8213506995337817
LOC105319027,3.194627314382758
LOC105319028,1.142915898391242
LOC105319029,-0.16268379536161956
LOC105319030,0.6830172777466343
LOC105319033,-0.8091673315737661
LOC105319032,0.30916153425596515
LOC105319031,-0.11744530840498614
LOC105319036,1.280257290687653
LOC105319035,2.8294120657067356
LOC109617462,3.041231796676179
LOC105338349,2.970177846785542
LOC105338351,-1.5621542064984455
LOC105348582,-0.4105760987614804
LOC105348583,-0.44848040882768186
LOC105348584,0.6574673001093039
LOC105348587,-0.6705799600047023
LOC105348588,-1.1974082968813629
LOC105348590,-0.23088687988540965
LOC105348591,9.000969407521946
LOC105343468,-0.4768392952699121
LOC105343467,0.6116696380692465
LOC105343466,-0.518102707962171
LOC105343465,-0.7003930265567777
LOC105319227,0.4429345609270295
LOC105319226,0.06028407242098613
LOC105319225,-0.46074279726016215
LOC117689520,-1.074323016426738
LOC105322393,nan
LOC105327784,-0.803302046167909
LOC105327783,-1.1147475375042297
LOC105327782,2.413707345557725
LOC105327781,0.8616042177521819
LOC105327779,0.44231177798035526
LOC105327778,-0.04129478240875524
LOC105338034,0.016969101725425786
LOC105338035,-1.3916720075285514
LOC105327777,4.732294366908497
LOC105327776,-0.9389017299060219
LOC105327775,-0.3073369453099777
LOC117689638,1.6548211133941586
LOC105327772,-0.24280226236096622
LOC109617956,-0.6054558106718113
LOC105319440,-0.0563947496743819
LOC105322766,0.5308039742668286
LOC105322767,-0.6931485947175838
LOC105322768,-0.5399360391419398
LOC105322769,4.297987774891847
LOC117689706,-1.0377820939032099
LOC105322770,-0.3117062674906626
LOC105328321,0.08315526592476508
LOC105328322,-0.788646429453463
LOC117689736,nan
LOC117689745,1.4726572652553807
LOC105328327,nan
LOC117689741,1.7139065858304066
LOC117689747,2.412238293557116
LOC117689748,2.2525304848783008
LOC105328324,nan
LOC105328328,nan
LOC105346146,-1.3531822204595703
LOC117680946,2.1122873638804105
LOC105346115,1.3844619713478516
LOC105346107,-1.1404528758311954
LOC105340208,0.12930520142594826
LOC105346581,-0.48304808581923736
LOC105346580,-1.3489001753574015
LOC105346577,3.7414513967628253
LOC105346576,-1.0178855788672299
LOC117689809,-1.7953645695523959
LOC105324981,-0.7435158110325938
LOC105324982,-0.5909480498102645
LOC105324983,-1.0686735815523296
LOC105324984,1.2016803235661093
LOC105324985,-1.3994850540606896
LOC117689815,nan
LOC105325952,0.3739549531229338
LOC105325949,1.8002944461582466
LOC105325951,4.769040583139958
LOC105325948,20.385409201167384
LOC105325947,-1.3291137797754466
LOC105325946,0.07997655756536731
LOC105325944,-1.5645694819843896
LOC105325942,0.650025125109846
LOC105325941,0.5697755612721115
LOC105325940,-0.7694760300413002
LOC105341411,3.2977821752277086
LOC105341412,-0.8815849153721109
LOC105341413,-0.3198151588706979
LOC105346209,-0.9972258554537554
LOC105346207,-0.07900090423849097
LOC105346206,-0.01363909362750139
LOC105346204,0.4698078732565908
LOC105346203,-0.8673713378052075
LOC105319564,-1.2907219073559906
LOC105319553,-1.3886360117645238
LOC105319552,-0.9866228882564592
LOC117680292,2.2714081403385973
LOC105319549,-0.16125979764616613
LOC105319563,0.46049683933716595
LOC105319548,6.659817760971208
LOC109617543,3.4818862113991402
LOC105319546,-1.2715757857271786
LOC105319547,-0.906450172324741
LOC117689892,nan
LOC105319544,1.064030036394532
LOC105319542,-1.746038574787096
LOC105319541,-1.6337896307643787
LOC105319540,2.8807609378727888
LOC105319539,-0.32062455347598107
LOC105332283,-0.9837541739416666
LOC105332282,-1.7164167836395543
LOC105332281,1.597246547871068
LOC105332280,11.440222490090894
LOC105332279,-1.0108625463674952
LOC105332278,-2.1407902225988877
LOC117689908,2.8132670737464123
LOC105344953,3.3457145256640834
LOC105344954,-0.24074517597276532
LOC117689938,4.892429039197123
LOC105344955,3.047625275161326
LOC105344957,-0.7273778010209305
LOC105344961,0.3685572319156311
LOC105344962,1.7646432384420114
LOC105344963,5.464816125303842
LOC105344970,5.384103779837371
LOC105344965,0.990352872489588
LOC105343599,-1.0720915315617292
LOC109621029,-1.244825790050812
LOC105338090,1.104099861506186
LOC105338088,-1.6147628479290397
LOC105338089,-0.9496030109141117
LOC105338087,-1.3557294566561344
LOC105338085,-1.3548999955493006
LOC105338084,-0.14049293914713698
LOC105338083,-0.7035694650215281
LOC105338082,0.5582517270812433
LOC105338081,2.262578591008734
LOC105318288,3.5756996408724175
LOC105318287,-1.3520375937381888
LOC105318289,6.563810509001425
LOC105318291,0.2608120806962639
LOC117690071,-0.9701376387028284
LOC105318293,2.6563981098583387
LOC105318294,0.5378821393698764
LOC105318295,1.9224849588411557
LOC117680391,1.7249096150757102
LOC117690073,2.067510309475675
LOC105318298,-0.6133189363191586
LOC105318309,2.0613104768917436
LOC109617380,-0.9036605580542051
LOC105318299,1.357061019113875
LOC105318300,-0.8719470759499686
LOC105318301,-0.13303672959325458
LOC105318310,0.06505864326741903
LOC105321327,0.794310547736914
LOC105349158,1.1485203842676321
LOC105321329,-0.8663372469287809
LOC105337506,3.133116093965763
LOC117690133,nan
LOC117690121,-0.6436795416282998
LOC117687381,-0.36806969894810915
LOC105324604,nan
LOC105324605,-1.0199474914884328
LOC105324611,1.091353401757797
LOC105325404,-1.4400491821016705
LOC105325407,-0.8956768652155546
LOC105337075,0.9532252576261041
LOC105337053,3.8898109562302126
LOC105337051,-0.6629259915544703
LOC105326847,nan
LOC105326842,-0.18617828741061382
LOC117690195,nan
LOC105324062,-1.6100015603149125
LOC105337823,-0.6003797181064238
LOC105326844,-0.08414306093125795
LOC105326850,-0.6314483495033533
LOC105326845,-0.39478421984491374
LOC105326846,-0.5965136989833283
LOC117687383,nan
LOC105325447,2.89151196281613
LOC105325267,-1.0514204769083804
LOC105325446,nan
LOC105325444,-0.11390476389127863
LOC105325443,1.4279898189094937
LOC117690285,0.9320385577390521
LOC117690286,nan
LOC105325442,-0.5206456511345902
LOC105317200,nan
LOC109618389,nan
LOC117690300,-0.5992369527862202
LOC117690299,-0.840353989561603
LOC105325441,7.244504452540266
LOC105334179,0.9617919816456916
LOC105346846,0.2944428608191933
LOC105346920,-0.3687025660851745
LOC105346986,27.966039560292337
LOC105348710,-0.40612640038255093
LOC105348706,-0.7304510008016774
LOC105348705,0.06282634877642017
LOC105348704,0.46987305007276325
LOC105348703,0.43176865479081056
LOC105348702,-1.05639803064144
LOC105349010,10.433619144350851
LOC105349011,-0.8587407521490649
LOC105336270,6.180501197239901
LOC105336281,nan
LOC117690364,nan
LOC105336366,nan
LOC105336367,1.1434623320978454
LOC105336346,-0.9924902738205836
LOC117690371,nan
LOC105336368,1.8858664477870393
LOC105326602,2.0854142149393957
LOC105326588,1.2474713820096341
LOC105326593,-5.589484576175751
LOC105326590,-0.1673252499302181
LOC105326594,-0.10368628592151674
LOC105326595,-0.8759779638317816
LOC105326596,-0.8891465210364616
LOC105326598,-0.9605587850827577
LOC105318076,-1.3145499240393277
LOC105318077,-0.20035358687846025
LOC117680412,0.9649375178329741
LOC105318079,0.01811919443652612
LOC105318081,3.8009186654257543
LOC105318085,1.7635733341866455
LOC105318082,-1.0497059449759942
LOC105318083,0.5617017828249363
LOC105345569,-0.28515271535091335
LOC105345568,2.411756557260755
LOC105345567,4.4758800921081265
LOC105320064,-0.15752855449075645
LOC105317293,-1.2615059943794527
LOC105317292,-0.7827978756248744
LOC117680309,0.4900533987378219
LOC105317298,-1.2591807622968805
LOC105317299,-0.6647569967891457
LOC109617256,-2.136456926386506
LOC105317301,0.5417610949774568
LOC117690563,1.605664566706484
LOC105317300,-1.334873158174342
LOC105317302,nan
LOC117690590,nan
LOC105317303,5.895272494737593
LOC105338615,-0.5763591485230706
LOC105337569,nan
LOC117690611,nan
LOC105338943,nan
LOC105338946,0.967878019805957
LOC105338947,4.39287735525918
LOC105338949,-0.9578420208801948
LOC105338950,4.9878961137951645
LOC105338963,-0.250307575402849
LOC105338951,0.03367697490395907
LOC105338965,0.4719892207026186
LOC105338952,-1.287053489160977
LOC105338953,0.03844301507815056
LOC105338955,0.5128728498034205
LOC105338956,0.7516983802224718
LOC105338957,-2.1983666677556095
LOC105338958,-0.8934915696381717
LOC105338959,-0.9634017609392207
